jealand,	জ্যালান্ড,	জিল্যান্ড,	
kaash,	কাশ,	কাস,	
taantira,	তানটিরা,	তাঁতিরা,	
planea,	প্লানে,	প্লেনে,	
kharaar,	খারার,	খরার,	
obotar,	অবতার,	অবতার,	
elaakao,	এলাকাও,	এলাকাও,	
totokkhon,	ততক্ষণ,	ততক্ষন,	
sangasthatir,	সংস্থাটির,	সংস্থাটির,	
agrodut,	আগ্রদুত,	অগ্রদূত,	
uchchotara,	উচ্চতার,	উচ্চতর,	
ancholti,	অঞ্চলটি,	অঞ্চলটি,	
chomsky,	চম্কসি,	চমস্কি,	
dover,	ডোভের,	ডোভার,	
itastatah,	ইতাস্ত্ব,	ইতস্ততঃ,	
murli,	মূর্লি,	মুরলী,	
rupdan,	রূপদান,	রুপদান,	
shilpojaat,	শিল্পজাত,	শিল্পজাত,	
dakshinangsha,	দক্ষিণাংশ,	দক্ষিণাংশ,	
otiiteo,	অতিতেও,	অতীতেও,	
seekkhokke,	শিক্ষককে,	শিক্ষককে,	
talaal,	তালাল,	তালাল,	
teemplatee,	টেম্পলেট,	টেম্পলেট,	
inashtyanta,	ইনস্ট্যান্ট,	ইনস্ট্যান্ট,	
roomantic,	রোমান্টিক,	রোমান্টিক,	
vogno,	ভগ্ন,	ভগ্ন,	
muldhara,	মূলধারা,	মূলধারা,	
bonnypran,	বনিপ্রাণ,	বন্যপ্রাণ,	
porijoner,	পরিজনের,	পরিজনের,	
shangstha,	সংস্থ,	সংস্থা,	
ogovir,	অগভীর,	অগভীর,	
firoj,	ফিরোজ,	ফিরোজ,	
parikhar,	পরিখর,	পরিখার,	
iksaprishana,	এক্সপ্রেশন,	এক্সপ্রেশন,	
sosar,	সসার,	সকার,	
kaansaater,	কানসাতের,	কানসাটের,	
breqathru,	ব্রকেষরা,	ব্রেকথ্রু,	
shorting,	শর্টিং,	সর্টিং,	
arthurer,	অর্থুরের,	আর্থারের,	
alympic,	অলিম্পিক,	অলিম্পিক,	
alonkaran,	অলংকরণ,	অলঙ্করণ,	
byomkes,	ব্যামকেস,	ব্যোমকেশ,	
monjurul,	মন্জুরুল,	মনজুরুল,	
bagichar,	বাগিচার,	বাগিচার,	
sangkalaney,	সংকলনে,	সংকলনে,	
granthe,	গ্রন্থে,	গ্রন্থে,	
moshjidtir,	মজ্দীদটির,	মসজিদটির,	
janes,	জনেস,	জোন্স,	
chhotogalper,	ছোটোগল্পের,	ছোটগল্পের,	
ispredsheet,	ইস্প্রেস্থিত,	স্প্রেডশীট,	
pyetarna,	প্যাটার্ন,	প্যাটার্ন,	
jibanto,	জীবন্ত,	জীবন্ত,	
nortoki,	নর্তকী,	নর্তকী,	
diyi,	দিই,	দিই,	
chargar,	চার্গার,	চার্জার,	
palbangsher,	পালবাংশের,	পালবংশের,	
mausumti,	মৌসমমটি,	মৌসুমটি,	
debeting,	ডেবেটিং,	ডিবেটিং,	
bonbhumi,	বনভূমি,	বনভূমি,	
onshogrohoner,	অংশগ্রহণের,	অংশগ্রহনের,	
nagariker,	নাগরীকের,	নাগরিকের,	
dala,	ডলা,	দলা,	
depooti,	ডিপোটি,	ডেপুটি,	
basaake,	বাসাকে,	বাসাকে,	
zommoo,	জম্মু,	জম্মু,	
mootar,	মোটার,	মুতার,	
directarate,	ডিরেক্টরে,	ডিরেক্টরেট,	
shkalarashhipa,	স্কলারশিপ,	স্কলারশিপ,	
dhouto,	ধৌত,	ধৌত,	
thyachar,	থ্যাচার,	থ্যাচার,	
cs,	সিএস,	সিএস,	
shakar,	শকার,	সকার,	
carpeet,	কর্পিট,	কার্পেট,	
mausumei,	মৌসুমেই,	মৌসুমেই,	
zansa,	জনস,	জন্স,	
torup,	তরুপ,	ট্রুপ,	
jeerusaleem,	জিরুসালম,	জেরুসালেম,	
jotharthovabey,	যথার্থভাবে,	যথার্থভাবে,	
abdoone,	আবদুনে,	আবদুন,	
futonta,	ফুটন্ত,	ফুটন্ত,	
ssahocorzo,	শহচর্য,	সাহচর্য,	
roopdaan,	রূপদান,	রুপদান,	
muzibur,	মুজিবর,	মুজিবুর,	
cholchhe,	চলছে,	চলছে,	
bone,	বনে,	বনে,	
shiropadhari,	শিরোপাারী,	শিরোপাধারী,	
coolin,	কলিন,	কুলিং,	
uttor,	উত্তর,	উওর,	
srisri,	শ্রীশী,	শ্রীশ্রী,	
credit,	ক্রিডিট,	ক্রেডিট,	
faster,	ফ্যাস্টার,	ফস্টার,	
byanger,	ব্যাঙ্গের,	ব্যাঙের,	
narikei,	নারীকেই,	নারীকেই,	
seshardhe,	শেষার্ধে,	শেষার্ধে,	
aminar,	আমিনার,	আমিনার,	
siit,	সীট,	শীত,	
ojuhat,	ওযুহাত,	অজুহাত,	
pattern,	প্যাটার্ন,	প্যাটার্ন,	
ponthaar,	পন্থার,	পন্থার,	
roomantik,	রুমান্তিক,	রোমান্টিক,	
chorbon,	চর্বন,	চর্বন,	
baarbaadoj,	বার্বাডোজ,	বার্বাডোজ,	
elaakaatike,	এলাকাটিকে,	এলাকাটিকে,	
neemeetto,	নিমিত্ত,	নিমিত্ত,	
qonfliqt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
kirkuk,	কীরকুক,	কিরকুক,	
sikh,	শিখ,	শিখ,	
sadhwi,	সাধবি,	সাধ্বী,	
ketechhilo,	কেটেছিল,	কেটেছিল,	
shiter,	সীটের,	শীতের,	
ishtara,	ইস্টার,	ইস্টার,	
gatirodh,	গাতিরোধ,	গতিরোধ,	
saptahokal,	সপ্তাহকাল,	সপ্তাহকাল,	
koode,	কোডে,	কোড,	
shikshakrom,	শিক্ষাক্রম,	শিক্ষাক্রম,	
gaziipur,	গাজীপুর,	গাজীপুর,	
konphlikt,	কনফ্লিক্ট,	কনফ্লিক্ট,	
varshon,	ভার্সন,	ভারশন,	
lobbyte,	লবিবে,	লবিতে,	
dobhaar,	দোভার,	ডোভার,	
longhoner,	লঙ্ঘনের,	লংঘনের,	
shaahaabiike,	সাহাবীকে,	সাহাবীকে,	
ramantic,	রামান্টিক,	রোমান্টিক,	
parjataker,	পর্যাটকের,	পর্যটকের,	
karadande,	কারাদন্ডে,	কারাদণ্ডে,	
anyarup,	অন্যরূপ,	অন্যরূপ,	
konoroop,	কোনরূপ,	কোনরূপ,	
bhabaponno,	ভবাপন্ন,	ভাবাপন্ন,	
grambaasider,	গ্রামবাসীদের,	গ্রামবাসীদের,	
meshar,	মেশার,	মেশার,	
poricchonnota,	পরিচ্ছননা,	পরিচ্ছন্নতা,	
delibhara,	ডেলিভার,	ডেলিভার,	
mozdur,	মজদুর,	মজদুর,	
songostha,	সংস্থা,	সংস্থা,	
khaaneker,	খানেকের,	খানেকের,	
nirorthok,	নিরর্থক,	নিরর্থক,	
haraten,	হারাতেন,	হারাতেন,	
shastra,	শাস্ত্র,	শাস্ত্র,	
sosharire,	শশাারী,	সশরীরে,	
esoosiyetasa,	এসোসিয়েটিস,	এসোসিয়েটস,	
anchaltike,	অঞ্চলটিকে,	অঞ্চলটিকে,	
gosthii,	গোষ্ঠী,	গোষ্ঠীই,	
bifal,	বিফল,	বিফল,	
cathalic,	ক্যাথলিক,	ক্যাথলিক,	
lokhindare,	লোখিন্দ্রে,	লখিন্দরের,	
america,	অ্যামেরিকা,	আমেরিকা,	
tinti,	তিনটি,	তিনটি,	
gobeshakgon,	গবেষকগণ,	গবেষকগণ,	
johor,	জোহর,	জহর,	
longhaner,	লঙ্ঘনের,	লংঘনের,	
aakkas,	আককাশ,	আককাস,	
horeener,	হরিনের,	হরিণের,	
jotota,	যতটা,	যতোটা,	
blogarra,	ব্লগগার,	ব্লগাররা,	
prochondo,	প্রচন্ড,	প্রচণ্ড,	
karaa,	কারা,	কারো,	
sucharita,	সুচারিত,	সুচরিতা,	
iraner,	ইরানের,	ইরানের,	
bagdhara,	বাগধারা,	বাগধারা,	
pluse,	প্লাস,	প্লাসে,	
bagda,	বাগদা,	বাগদা,	
metrapalitan,	মেট্রোপলিটান,	মেট্রোপলিটন,	
shhooter,	শুটের,	শ্যুটার,	
mesenzar,	মেশেন্জার,	মেসেঞ্জার,	
vangley,	ভাঙলে,	ভাঙলে,	
iqbaler,	ইকবালের,	ইকবালের,	
puroheetke,	পুরহীতকে,	পুরোহিতকে,	
gyandas,	জ্যান্ডাস,	জ্ঞানদাস,	
mulaadi,	মুলাদী,	মুলাদি,	
vimsen,	ভিমসেন,	ভীমসেন,	
sovanetri,	সভানেত্রী,	সভানেত্রী,	
sossar,	সস্যার,	সকার,	
mirakela,	মিরাকেলা,	মিরাকেল,	
shiqara,	সিকারা,	শিকার,	
ejenda,	এজেন্ডা,	এজেন্ডা,	
dephinishion,	ডেফিনিশন,	ডেফিনেশন,	
brinde,	ব্রান্ডে,	বৃন্দ,	
di,	ডি,	দিই,	
masharraf,	মাশারফফ,	মশাররফ,	
bede,	বেদে,	বেদে,	
nothivookta,	নথিভুক্ত,	নথিভুক্ত,	
euro,	ইউরো,	ইউরো,	
aabarto,	আবর্ত,	আবর্ত,	
kara,	কার,	কারো,	
nederlander,	নেদারল্যান্ডের,	নেদারল্যান্ডের,	
sayaneda,	সাওনেড,	সায়ানাইড,	
fase,	ফেঁস,	ফাঁসে,	
dabhara,	দাভার,	ডোভার,	
mangalik,	মঙ্গলিক,	মাঙ্গলিক,	
nirikh,	নিরিখ,	নিরিখ,	
istonia,	ইস্টোনি,	এস্তোনিয়া,	
keuoi,	কিউই,	কেউই,	
associates,	অ্যাসোসিয়েস,	এসোসিয়েটস,	
twakei,	ত্বকেই,	ত্বকেই,	
dipti,	দীপ্তি,	ডেপুটি,	
pachhi,	পাঁচি,	পাচ্ছি,	
edii,	এডি,	আইডিই,	
tthela,	ঠেলা,	ঠেলা,	
heebhi,	হেভি,	হেভি,	
pudinn,	পুদিন,	পুডিং,	
beshirbhaagi,	বেশীরভাগই,	বেশিরভাগই,	
elakatay,	এলাকততা,	এলাকাতে,	
kaanaai,	কানাই,	কানাই,	
moshzidshoho,	মজশিদসহ,	মসজিদসহ,	
shotoker,	শতকের,	শতকের,	
devolopar,	ডেভলপার,	ডেভলপার,	
baarakpur,	বারকপুর,	বারাকপুর,	
scholastik,	স্কলাস্তিক,	স্কলাস্টিক,	
tuning,	টুনিং,	টিউনিং,	
qyapasula,	ক্যাপসুলা,	ক্যাপসুল,	
songbadmadhyamgulote,	সংবাদমাম্যলে,	সংবাদমাধ্যমগুলোতে,	
jaandrel,	জন্দ্রেল,	জাঁদরেল,	
goteehin,	গতিহীন,	গতিহীন,	
chhani,	ছানি,	ছানি,	
bulan,	বুলান,	বুলান,	
asthishondhi,	অস্থিসন্ধি,	অস্থিসন্ধি,	
land,	ল্যান্ড,	ল্যান্ড,	
aatto,	আত্ম,	আত্ম,	
shaannaal,	সান্নাল,	সান্যাল,	
teemothi,	তিমোথী,	টিমোথি,	
mozlis,	মজলিস,	মজলিশ,	
prakalpagulor,	প্রকা্্গগুলোর,	প্রকল্পগুলোর,	
gosthyti,	গোষ্ঠীটি,	গোষ্ঠীটি,	
jommu,	জম্মু,	জম্মু,	
obie,	অবি,	ওবিই,	
nartakike,	নার্তকীকে,	নর্তকীকে,	
lompot,	লম্পট,	লম্পট,	
kraanti,	ক্রান্তি,	ক্রান্তি,	
bapokotor,	বাপকতার,	ব্যাপকতর,	
probhritite,	প্রভীতিতে,	প্রভৃতিতে,	
bhaabaaponno,	ভবাপন্ন,	ভাবাপন্ন,	
treebhuj,	ত্রিভুজ,	ত্রিভূজ,	
songosthaner,	সংস্থানের,	সংস্থানের,	
kooda,	কোড,	কোড,	
digrio,	ডিগ্র,	ডিগ্রিও,	
kormi,	কর্মী,	কর্মই,	
chikitshar,	চিকিৎসার,	চিকিত্সার,	
bojhaar,	বোঝার,	বোঝার,	
karadander,	কারাদণ্ডের,	কারাদণ্ডের,	
mahasava,	মহাসভা,	মহাসভা,	
sanaktokaran,	সনাক্তকরণ,	সনাক্তকরণ,	
fiksing,	ফিক্সিং,	ফিক্সিং,	
bhugol,	ভুগল,	ভূগোল,	
sina,	সিন,	সিনা,	
prakalpeo,	প্রকল্পেও,	প্রকল্পেও,	
amstrang,	আমস্ট্রাং,	আর্মস্ট্রং,	
moushumeo,	মৌশুমেও,	মৌসুমেও,	
bikretara,	বিক্রেতারা,	বিক্রেতারা,	
moofti,	মুফতি,	মুফতি,	
chaudhurio,	চৌধুরিও,	চৌধুরীও,	
tafsherer,	তাফসের,	তাফসীরের,	
babylon,	বাবিলন,	ব্যাবিলন,	
overveu,	ওভার্ভিউ,	ওভারভিউ,	
nanir,	নানির,	নানীর,	
aqramer,	আকররমের,	আকরামের,	
drishyogulote,	দৃশ্যগুলোতে,	দৃশ্যগুলোতে,	
wenice,	ভইনিস,	ভেনিস,	
